ID;Assay;Allele X;Allele Y;Name;Type;Auto;Confidence;Final;Converted;Allele X;Allele Y;Comments
S93-A14;A14;A14;A14;S93;Unknown;No Call;0;No Call;No Call;0,110477115;0,114865541;
S93-A15;A15;A15;A15;S93;Unknown;No Call;0;No Call;No Call;0,10784613;0,116213755;
S93-A18;A18;A18;A18;S93;Unknown;YY;99,29;YY;;0,117596682;0,669712425;
S93-A17;A17;A17;A17;S93;Unknown;No Call;0;No Call;No Call;0,108083206;0,11762497;
S93-A16;A16;A16;A16;S93;Unknown;No Call;0;No Call;No Call;0,117544595;0,118612342;
S93-A19;A19;A19;A19;S93;Unknown;No Call;0;No Call;No Call;0,109785625;0,110433935;
S93-A20;A20;A20;A20;S93;Unknown;No Call;0;No Call;No Call;0,112511063;0,112906836;
S93-A21;A21;A21;A21;S93;Unknown;No Call;0;No Call;No Call;0,135380691;0,114886976;
S93-A24;A24;A24;A24;S93;Unknown;XX;80,62;XX;;0,361599563;0,145353003;
S93-A23;A23;A23;A23;S93;Unknown;No Call;0;No Call;No Call;0,113439838;0,111699845;
S93-A22;A22;A22;A22;S93;Unknown;No Call;0;No Call;No Call;0,110759343;0,115847387;
S93-A25;A25;A25;A25;S93;Unknown;No Call;0;No Call;No Call;0,113155325;0,116242956;
S93-A26;A26;A26;A26;S93;Unknown;No Call;0;No Call;No Call;0,112170065;0,117355791;
S93-A27;A27;A27;A27;S93;Unknown;No Call;0;No Call;No Call;0,111510463;0,116112193;
S93-A30;A30;A30;A30;S93;Unknown;No Call;0;No Call;No Call;0,110823467;0,110183786;
S93-A29;A29;A29;A29;S93;Unknown;No Call;0;No Call;No Call;0,111891588;0,120511297;
S93-A28;A28;A28;A28;S93;Unknown;XX;83,08;XX;;0,633326787;0,277174873;
S93-A31;A31;A31;A31;S93;Unknown;XY;98,99;XY;;0,360397402;0,428151152;
S93-A32;A32;A32;A32;S93;Unknown;No Call;0;No Call;No Call;0,117494411;0,114562926;
S93-A33;A33;A33;A33;S93;Unknown;No Call;0;No Call;No Call;0,117503974;0,116601621;
S93-A36;A36;A36;A36;S93;Unknown;No Call;0;No Call;No Call;0,116663538;0,116386278;
S93-A35;A35;A35;A35;S93;Unknown;No Call;0;No Call;No Call;0,112616671;0,118057094;
S93-A34;A34;A34;A34;S93;Unknown;YY;98,72;YY;;0,124510286;0,557248508;
S93-A37;A37;A37;A37;S93;Unknown;No Call;0;No Call;No Call;0,129380139;0,131726955;
S93-A38;A38;A38;A38;S93;Unknown;No Call;0;No Call;No Call;0,173155588;0,193226685;
S93-A39;A39;A39;A39;S93;Unknown;XX;97,76;XX;;0,623497186;0,201057184;
S93-A42;A42;A42;A42;S93;Unknown;No Call;0;No Call;No Call;0,119730095;0,116464859;
S93-A41;A41;A41;A41;S93;Unknown;No Call;0;No Call;No Call;0,125814714;0,11749646;
S93-A40;A40;A40;A40;S93;Unknown;XY;77,21;XY;;0,325379122;0,374465289;
S93-A43;A43;A43;A43;S93;Unknown;No Call;0;No Call;No Call;0,117129683;0,120229076;
S93-A44;A44;A44;A44;S93;Unknown;YY;95,59;YY;;0,259905745;0,661678679;
S93-A45;A45;A45;A45;S93;Unknown;No Call;0;No Call;No Call;0,141893691;0,123586798;
S93-A48;A48;A48;A48;S93;Unknown;No Call;0;No Call;No Call;0,132130657;0,121178472;
S93-A47;A47;A47;A47;S93;Unknown;No Call;0;No Call;No Call;0,374739412;0,155383967;
S93-A46;A46;A46;A46;S93;Unknown;No Call;0;No Call;No Call;0,120032658;0,119477278;
S93-A52;A52;A52;A52;S93;Unknown;No Call;0;No Call;No Call;0,116857801;0,136379053;
S93-A53;A53;A53;A53;S93;Unknown;No Call;0;No Call;No Call;0,115234541;0,118117839;
S93-A54;A54;A54;A54;S93;Unknown;No Call;0;No Call;No Call;0,13091147;0,118879909;
S93-A51;A51;A51;A51;S93;Unknown;No Call;0;No Call;No Call;0,111124347;0,115219246;
S93-A50;A50;A50;A50;S93;Unknown;No Call;0;No Call;No Call;0,126515167;0,124845549;
S93-A49;A49;A49;A49;S93;Unknown;XX;84,66;XX;;0,645557538;0,278749989;
S93-A58;A58;A58;A58;S93;Unknown;No Call;0;No Call;No Call;0,121778804;0,115885674;
S93-A59;A59;A59;A59;S93;Unknown;No Call;0;No Call;No Call;0,113175454;0,118769144;
S93-A60;A60;A60;A60;S93;Unknown;No Call;0;No Call;No Call;0,133522731;0,24331153;
S93-A57;A57;A57;A57;S93;Unknown;No Call;0;No Call;No Call;0,11468715;0,114809914;
S93-A56;A56;A56;A56;S93;Unknown;No Call;0;No Call;No Call;0,118702977;0,112100459;
S93-A55;A55;A55;A55;S93;Unknown;No Call;0;No Call;No Call;0,13592074;0,118834924;
S93-A64;A64;A64;A64;S93;Unknown;XX;99,8;XX;;0,723452188;0,334371383;
S93-A65;A65;A65;A65;S93;Unknown;No Call;0;No Call;No Call;0,118466234;0,116299035;
S93-A66;A66;A66;A66;S93;Unknown;No Call;0;No Call;No Call;0,146199653;0,115285221;
S93-A63;A63;A63;A63;S93;Unknown;No Call;0;No Call;No Call;0,118377931;0,113852323;
S93-A62;A62;A62;A62;S93;Unknown;No Call;0;No Call;No Call;0,119483358;0,116689103;
S93-A61;A61;A61;A61;S93;Unknown;XX;82,75;XX;;0,442756502;0,148736501;
S93-A70;A70;A70;A70;S93;Unknown;No Call;0;No Call;No Call;0,114069141;0,116806847;
S93-A71;A71;A71;A71;S93;Unknown;No Call;0;No Call;No Call;0,123367476;0,115874683;
S93-A72;A72;A72;A72;S93;Unknown;No Call;0;No Call;No Call;0,153541509;0,166210718;
S93-A69;A69;A69;A69;S93;Unknown;YY;99,74;YY;;0,161212493;0,723933505;
S93-A68;A68;A68;A68;S93;Unknown;No Call;0;No Call;No Call;0,114181094;0,121305643;
S93-A67;A67;A67;A67;S93;Unknown;No Call;0;No Call;No Call;0,120483239;0,110856046;
S93-A76;A76;A76;A76;S93;Unknown;XX;99,07;XX;;0,716929812;0,261169967;
S93-A77;A77;A77;A77;S93;Unknown;No Call;0;No Call;No Call;0,117744839;0,114894563;
S93-A78;A78;A78;A78;S93;Unknown;No Call;0;No Call;No Call;0,116415943;0,114274159;
S93-A75;A75;A75;A75;S93;Unknown;No Call;0;No Call;No Call;0,112727252;0,114714326;
S93-A74;A74;A74;A74;S93;Unknown;No Call;0;No Call;No Call;0,115591246;0,113963845;
S93-A73;A73;A73;A73;S93;Unknown;XX;99,9;XX;;0,736835431;0,167128036;
S93-A82;A82;A82;A82;S93;Unknown;No Call;0;No Call;No Call;0,115470268;0,118891189;
S93-A83;A83;A83;A83;S93;Unknown;YY;95,93;YY;;0,281931396;0,620854277;
S93-A84;A84;A84;A84;S93;Unknown;No Call;0;No Call;No Call;0,140686882;0,14843262;
S93-A81;A81;A81;A81;S93;Unknown;No Call;0;No Call;No Call;0,112807116;0,116288013;
S93-A80;A80;A80;A80;S93;Unknown;XX;98,35;XX;;0,595635427;0,175109644;
S93-A79;A79;A79;A79;S93;Unknown;No Call;0;No Call;No Call;0,113106872;0,113719231;
S93-A88;A88;A88;A88;S93;Unknown;No Call;0;No Call;No Call;0,106990937;0,112471261;
S93-A89;A89;A89;A89;S93;Unknown;No Call;0;No Call;No Call;0,108994944;0,107354585;
S93-A90;A90;A90;A90;S93;Unknown;No Call;0;No Call;No Call;0,113941911;0,113245684;
S93-A87;A87;A87;A87;S93;Unknown;No Call;0;No Call;No Call;0,227340782;0,267279219;
S93-A86;A86;A86;A86;S93;Unknown;No Call;0;No Call;No Call;0,177724258;0,128770165;
S93-A85;A85;A85;A85;S93;Unknown;XX;96,81;XX;;0,651581378;0,340769906;
S93-A94;A94;A94;A94;S93;Unknown;No Call;0;No Call;No Call;0,11778235;0,114057391;
S93-A95;A95;A95;A95;S93;Unknown;No Call;0;No Call;No Call;0,112115651;0,114002991;
S93-A96;A96;A96;A96;S93;Unknown;No Call;0;No Call;No Call;0,112109839;0,115209437;
S93-A93;A93;A93;A93;S93;Unknown;No Call;0;No Call;No Call;0,115497368;0,11392158;
S93-A92;A92;A92;A92;S93;Unknown;No Call;0;No Call;No Call;0,110536787;0,115907891;
S93-A91;A91;A91;A91;S93;Unknown;No Call;0;No Call;No Call;0,126829291;0,121832307;
S03-A01;A01;A01;A01;S03;Unknown;YY;99,97;YY;;0,311578774;0,739495335;
S03-A02;A02;A02;A02;S03;Unknown;XX;99,99;XX;;0,58442358;0,131411633;
S03-A03;A03;A03;A03;S03;Unknown;XX;99,92;XX;;0,703366024;0,230154468;
S03-A06;A06;A06;A06;S03;Unknown;XY;99,8;XY;;0,448469972;0,54481308;
S03-A05;A05;A05;A05;S03;Unknown;XY;99,91;XY;;0,468470467;0,57255775;
S03-A04;A04;A04;A04;S03;Unknown;XY;99,95;XY;;0,557832137;0,587359946;
S03-A07;A07;A07;A07;S03;Unknown;XY;99,77;XY;;0,580142435;0,619089377;
S03-A08;A08;A08;A08;S03;Unknown;YY;99,98;YY;;0,163933005;0,717053473;
S03-A09;A09;A09;A09;S03;Unknown;YY;99,98;YY;;0,25240503;0,72690954;
S03-A12;A12;A12;A12;S03;Unknown;XY;99,95;XY;;0,571922621;0,592976447;
S03-A11;A11;A11;A11;S03;Unknown;XY;99,92;XY;;0,559716746;0,556862715;
S03-A10;A10;A10;A10;S03;Unknown;XX;99,94;XX;;0,688863813;0,164864093;
S03-A13;A13;A13;A13;S03;Unknown;XY;99,68;XY;;0,548225248;0,572035998;
S03-A14;A14;A14;A14;S03;Unknown;XY;99,97;XY;;0,390083045;0,387190397;
S03-A15;A15;A15;A15;S03;Unknown;XY;99,92;XY;;0,509489555;0,532015606;
S03-A18;A18;A18;A18;S03;Unknown;XX;99,93;XX;;0,728850165;0,208566985;
S03-A17;A17;A17;A17;S03;Unknown;XY;99,86;XY;;0,577725323;0,562650991;
S03-A16;A16;A16;A16;S03;Unknown;XY;99,94;XY;;0,576839502;0,570563713;
S03-A19;A19;A19;A19;S03;Unknown;XY;99,84;XY;;0,533599175;0,551425142;
S03-A20;A20;A20;A20;S03;Unknown;XY;99,87;XY;;0,567517002;0,572386491;
S03-A21;A21;A21;A21;S03;Unknown;XX;99,9;XX;;0,705822709;0,23007934;
S03-A24;A24;A24;A24;S03;Unknown;XY;99,94;XY;;0,554857436;0,565270171;
S03-A23;A23;A23;A23;S03;Unknown;XX;99,97;XX;;0,745010902;0,186568105;
S03-A22;A22;A22;A22;S03;Unknown;XY;99,94;XY;;0,562071488;0,612753316;
S03-A25;A25;A25;A25;S03;Unknown;XY;99,46;XY;;0,595278124;0,62748685;
S03-A26;A26;A26;A26;S03;Unknown;XY;99,95;XY;;0,568196521;0,585801827;
S03-A27;A27;A27;A27;S03;Unknown;XY;99,85;XY;;0,570479367;0,538511809;
S03-A30;A30;A30;A30;S03;Unknown;XX;99,82;XX;;0,640441075;0,337451106;
S03-A29;A29;A29;A29;S03;Unknown;XY;99,79;XY;;0,518911607;0,541785037;
S03-A28;A28;A28;A28;S03;Unknown;XY;99,9;XY;;0,570424445;0,525382854;
S03-A31;A31;A31;A31;S03;Unknown;XY;99,91;XY;;0,411514649;0,386858246;
S03-A32;A32;A32;A32;S03;Unknown;YY;99,97;YY;;0,207292993;0,725395976;
S03-A33;A33;A33;A33;S03;Unknown;YY;100;YY;;0,152729165;0,714758092;
S03-A36;A36;A36;A36;S03;Unknown;YY;100;YY;;0,22998626;0,783062388;
S03-A35;A35;A35;A35;S03;Unknown;XY;99,92;XY;;0,608249956;0,629108311;
S03-A34;A34;A34;A34;S03;Unknown;YY;99,97;YY;;0,138878764;0,684143034;
S03-A37;A37;A37;A37;S03;Unknown;XY;99,89;XY;;0,557904912;0,612934234;
S03-A38;A38;A38;A38;S03;Unknown;XY;99,46;XY;;0,593078862;0,547993667;
S03-A39;A39;A39;A39;S03;Unknown;YY;100;YY;;0,205506464;0,761014767;
S03-A42;A42;A42;A42;S03;Unknown;YY;99,99;YY;;0,224096226;0,761183934;
S03-A41;A41;A41;A41;S03;Unknown;XX;99,99;XX;;0,754272896;0,238004278;
S03-A40;A40;A40;A40;S03;Unknown;XX;99,98;XX;;0,752458901;0,18785201;
S03-A43;A43;A43;A43;S03;Unknown;YY;100;YY;;0,172903677;0,748795288;
S03-A44;A44;A44;A44;S03;Unknown;YY;100;YY;;0,348536442;0,740959269;
S03-A45;A45;A45;A45;S03;Unknown;XY;99,45;XY;;0,457717171;0,407614149;
S03-A48;A48;A48;A48;S03;Unknown;XX;99,97;XX;;0,751065138;0,144937568;
S03-A47;A47;A47;A47;S03;Unknown;XX;100;XX;;0,77038635;0,185373172;
S03-A46;A46;A46;A46;S03;Unknown;YY;99,9;YY;;0,297794904;0,751684501;
S03-A52;A52;A52;A52;S03;Unknown;YY;100;YY;;0,149472343;0,738803408;
S03-A53;A53;A53;A53;S03;Unknown;XX;99,89;XX;;0,770629873;0,317312019;
S03-A54;A54;A54;A54;S03;Unknown;XY;99,99;XY;;0,432930838;0,471298511;
S03-A51;A51;A51;A51;S03;Unknown;XY;99,88;XY;;0,207087292;0,200192702;
S03-A50;A50;A50;A50;S03;Unknown;XX;99,92;XX;;0,749698042;0,278692264;
S03-A49;A49;A49;A49;S03;Unknown;XY;99,1;XY;;0,55897514;0,589706539;
S03-A58;A58;A58;A58;S03;Unknown;XX;99,95;XX;;0,765115619;0,35464095;
S03-A59;A59;A59;A59;S03;Unknown;XX;99,96;XX;;0,766491882;0,214833142;
S03-A60;A60;A60;A60;S03;Unknown;YY;100;YY;;0,165126296;0,781554036;
S03-A57;A57;A57;A57;S03;Unknown;XY;99,9;XY;;0,456081015;0,481431429;
S03-A56;A56;A56;A56;S03;Unknown;XY;99,92;XY;;0,563418068;0,564241286;
S03-A55;A55;A55;A55;S03;Unknown;XY;99,96;XY;;0,527719829;0,590828413;
S03-A64;A64;A64;A64;S03;Unknown;YY;99,8;YY;;0,340308435;0,752948084;
S03-A65;A65;A65;A65;S03;Unknown;YY;99,99;YY;;0,131147522;0,42624263;
S03-A66;A66;A66;A66;S03;Unknown;YY;99,98;YY;;0,32164929;0,695406745;
S03-A63;A63;A63;A63;S03;Unknown;YY;100;YY;;0,17798598;0,769030732;
S03-A62;A62;A62;A62;S03;Unknown;YY;99,97;YY;;0,334225781;0,70308888;
S03-A61;A61;A61;A61;S03;Unknown;YY;99,99;YY;;0,263361785;0,723537246;
S03-A70;A70;A70;A70;S03;Unknown;XY;99,99;XY;;0,53918659;0,58701097;
S03-A71;A71;A71;A71;S03;Unknown;YY;99,61;YY;;0,465338008;0,634410109;
S03-A72;A72;A72;A72;S03;Unknown;YY;100;YY;;0,141515202;0,759519327;
S03-A69;A69;A69;A69;S03;Unknown;XY;99,92;XY;;0,556010643;0,600103866;
S03-A68;A68;A68;A68;S03;Unknown;XY;99,9;XY;;0,561708971;0,599648662;
S03-A67;A67;A67;A67;S03;Unknown;YY;100;YY;;0,127044271;0,630395734;
S03-A76;A76;A76;A76;S03;Unknown;XY;99,97;XY;;0,609025225;0,602180191;
S03-A77;A77;A77;A77;S03;Unknown;XY;99,08;XY;;0,438551355;0,566984011;
S03-A78;A78;A78;A78;S03;Unknown;XY;99,92;XY;;0,599777274;0,564372743;
S03-A75;A75;A75;A75;S03;Unknown;XY;99,95;XY;;0,563509811;0,553743123;
S03-A74;A74;A74;A74;S03;Unknown;XY;99,97;XY;;0,553042088;0,532368317;
S03-A73;A73;A73;A73;S03;Unknown;XY;99,99;XY;;0,546003381;0,581782493;
S03-A82;A82;A82;A82;S03;Unknown;YY;99,99;YY;;0,137967886;0,737211095;
S03-A83;A83;A83;A83;S03;Unknown;XY;97,78;XY;;0,491375378;0,618573526;
S03-A84;A84;A84;A84;S03;Unknown;XY;99,9;XY;;0,615842178;0,61343986;
S03-A81;A81;A81;A81;S03;Unknown;YY;100;YY;;0,141303853;0,717396624;
S03-A80;A80;A80;A80;S03;Unknown;XY;99,9;XY;;0,555886076;0,541689268;
S03-A79;A79;A79;A79;S03;Unknown;XY;99,93;XY;;0,540430915;0,574424666;
S03-A88;A88;A88;A88;S03;Unknown;XY;99,98;XY;;0,547386496;0,563476898;
S03-A89;A89;A89;A89;S03;Unknown;XX;99,97;XX;;0,715926736;0,202560115;
S03-A90;A90;A90;A90;S03;Unknown;XY;99,98;XY;;0,585178976;0,625826723;
S03-A87;A87;A87;A87;S03;Unknown;YY;100;YY;;0,26663505;0,736573622;
S03-A86;A86;A86;A86;S03;Unknown;YY;99,98;YY;;0,241740572;0,758789816;
S03-A85;A85;A85;A85;S03;Unknown;YY;100;YY;;0,284689743;0,686651792;
S03-A94;A94;A94;A94;S03;Unknown;XY;99,96;XY;;0,595354835;0,559967853;
S03-A95;A95;A95;A95;S03;Unknown;YY;99,97;YY;;0,369568416;0,753107199;
S03-A96;A96;A96;A96;S03;Unknown;XY;99,99;XY;;0,634457738;0,539331137;
S03-A93;A93;A93;A93;S03;Unknown;XX;100;XX;;0,735057815;0,183424284;
S03-A92;A92;A92;A92;S03;Unknown;YY;97,16;YY;;0,339342606;0,587798833;
S03-A91;A91;A91;A91;S03;Unknown;XY;99,96;XY;;0,578011661;0,546180878;
S90-A01;A01;A01;A01;S90;Unknown;No Call;0;No Call;No Call;0,118011896;0,126995603;
S90-A02;A02;A02;A02;S90;Unknown;No Call;0;No Call;No Call;0,1088554;0,113303622;
S90-A03;A03;A03;A03;S90;Unknown;No Call;0;No Call;No Call;0,116229799;0,11553996;
S90-A06;A06;A06;A06;S90;Unknown;No Call;0;No Call;No Call;0,105827783;0,112675896;
S90-A05;A05;A05;A05;S90;Unknown;No Call;0;No Call;No Call;0,106229238;0,109641068;
S90-A04;A04;A04;A04;S90;Unknown;No Call;0;No Call;No Call;0,109518709;0,11012809;
S90-A07;A07;A07;A07;S90;Unknown;No Call;0;No Call;No Call;0,106911374;0,110306133;
S90-A08;A08;A08;A08;S90;Unknown;No Call;0;No Call;No Call;0,101455365;0,107183864;
S90-A09;A09;A09;A09;S90;Unknown;No Call;0;No Call;No Call;0,107156182;0,115973579;
S90-A12;A12;A12;A12;S90;Unknown;No Call;0;No Call;No Call;0,10717259;0,112225346;
S90-A11;A11;A11;A11;S90;Unknown;No Call;0;No Call;No Call;0,10588553;0,116726277;
S90-A10;A10;A10;A10;S90;Unknown;Invalid;0;Invalid;Invalid;0,595114684;0,302720176;
S90-A13;A13;A13;A13;S90;Unknown;No Call;0;No Call;No Call;0,107814039;0,11602491;
S90-A14;A14;A14;A14;S90;Unknown;No Call;0;No Call;No Call;0,112295904;0,114695561;
S90-A15;A15;A15;A15;S90;Unknown;No Call;0;No Call;No Call;0,10702909;0,114428127;
S90-A18;A18;A18;A18;S90;Unknown;No Call;0;No Call;No Call;0,109732702;0,109347183;
S90-A17;A17;A17;A17;S90;Unknown;No Call;0;No Call;No Call;0,10830726;0,114748638;
S90-A16;A16;A16;A16;S90;Unknown;No Call;0;No Call;No Call;0,110046923;0,112529141;
S90-A19;A19;A19;A19;S90;Unknown;No Call;0;No Call;No Call;0,107687885;0,112256597;
S90-A20;A20;A20;A20;S90;Unknown;No Call;0;No Call;No Call;0,114710827;0,11607032;
S90-A21;A21;A21;A21;S90;Unknown;No Call;0;No Call;No Call;0,112266335;0,112594342;
S90-A24;A24;A24;A24;S90;Unknown;No Call;0;No Call;No Call;0,317598665;0,121310287;
S90-A23;A23;A23;A23;S90;Unknown;No Call;0;No Call;No Call;0,113940261;0,112814009;
S90-A22;A22;A22;A22;S90;Unknown;No Call;0;No Call;No Call;0,111231261;0,118292029;
S90-A25;A25;A25;A25;S90;Unknown;No Call;0;No Call;No Call;0,114403222;0,119500654;
S90-A26;A26;A26;A26;S90;Unknown;No Call;0;No Call;No Call;0,112437097;0,118771094;
S90-A27;A27;A27;A27;S90;Unknown;No Call;0;No Call;No Call;0,114800638;0,116649917;
S90-A30;A30;A30;A30;S90;Unknown;No Call;0;No Call;No Call;0,114858997;0,112314887;
S90-A29;A29;A29;A29;S90;Unknown;No Call;0;No Call;No Call;0,115681651;0,119322886;
S90-A28;A28;A28;A28;S90;Unknown;XX;78,92;XX;;0,45191763;0,171922261;
S90-A31;A31;A31;A31;S90;Unknown;XY;99,03;XY;;0,371499789;0,442492207;
S90-A32;A32;A32;A32;S90;Unknown;No Call;0;No Call;No Call;0,11801598;0,119508983;
S90-A33;A33;A33;A33;S90;Unknown;No Call;0;No Call;No Call;0,118300717;0,123744936;
S90-A36;A36;A36;A36;S90;Unknown;No Call;0;No Call;No Call;0,115392215;0,120960376;
S90-A35;A35;A35;A35;S90;Unknown;No Call;0;No Call;No Call;0,117698887;0,118101929;
S90-A34;A34;A34;A34;S90;Unknown;No Call;0;No Call;No Call;0,115056959;0,129880323;
S90-A37;A37;A37;A37;S90;Unknown;No Call;0;No Call;No Call;0,122327271;0,122023045;
S90-A38;A38;A38;A38;S90;Unknown;No Call;0;No Call;No Call;0,154458409;0,187286134;
S90-A39;A39;A39;A39;S90;Unknown;XX;96,8;XX;;0,606631405;0,201818054;
S90-A42;A42;A42;A42;S90;Unknown;No Call;0;No Call;No Call;0,116037871;0,11879304;
S90-A41;A41;A41;A41;S90;Unknown;No Call;0;No Call;No Call;0,121562001;0,116633064;
S90-A40;A40;A40;A40;S90;Unknown;No Call;0;No Call;No Call;0,259699564;0,147221461;
S90-A43;A43;A43;A43;S90;Unknown;No Call;0;No Call;No Call;0,11442851;0,122804141;
S90-A44;A44;A44;A44;S90;Unknown;XY;74,88;XY;;0,299864244;0,366603226;
S90-A45;A45;A45;A45;S90;Unknown;No Call;0;No Call;No Call;0,118313366;0,119862568;
S90-A48;A48;A48;A48;S90;Unknown;No Call;0;No Call;No Call;0,142723361;0,119828481;
S90-A47;A47;A47;A47;S90;Unknown;XX;96,74;XX;;0,63342439;0,218975585;
S90-A46;A46;A46;A46;S90;Unknown;No Call;0;No Call;No Call;0,123356299;0,120221365;
S90-A52;A52;A52;A52;S90;Unknown;No Call;0;No Call;No Call;0,111540021;0,139620015;
S90-A53;A53;A53;A53;S90;Unknown;No Call;0;No Call;No Call;0,122338429;0,118840037;
S90-A54;A54;A54;A54;S90;Unknown;No Call;0;No Call;No Call;0,140024838;0,119659331;
S90-A51;A51;A51;A51;S90;Unknown;No Call;0;No Call;No Call;0,111578829;0,116621331;
S90-A50;A50;A50;A50;S90;Unknown;No Call;0;No Call;No Call;0,126168621;0,118217082;
S90-A49;A49;A49;A49;S90;Unknown;XX;80,16;XX;;0,606131345;0,242120746;
S90-A58;A58;A58;A58;S90;Unknown;No Call;0;No Call;No Call;0,127108673;0,117073314;
S90-A59;A59;A59;A59;S90;Unknown;No Call;0;No Call;No Call;0,119040888;0,114107331;
S90-A60;A60;A60;A60;S90;Unknown;No Call;0;No Call;No Call;0,116834172;0,121258729;
S90-A57;A57;A57;A57;S90;Unknown;No Call;0;No Call;No Call;0,116465825;0,115288247;
S90-A56;A56;A56;A56;S90;Unknown;No Call;0;No Call;No Call;0,118427783;0,116780801;
S90-A55;A55;A55;A55;S90;Unknown;No Call;0;No Call;No Call;0,124045556;0,1183074;
S90-A64;A64;A64;A64;S90;Unknown;XX;99,68;XX;;0,701047826;0,306285356;
S90-A65;A65;A65;A65;S90;Unknown;No Call;0;No Call;No Call;0,117323952;0,118027795;
S90-A66;A66;A66;A66;S90;Unknown;No Call;0;No Call;No Call;0,11364267;0,116524176;
S90-A63;A63;A63;A63;S90;Unknown;No Call;0;No Call;No Call;0,11282779;0,118400069;
S90-A62;A62;A62;A62;S90;Unknown;No Call;0;No Call;No Call;0,114034325;0,118539683;
S90-A61;A61;A61;A61;S90;Unknown;No Call;0;No Call;No Call;0,124136608;0,187104774;
S90-A70;A70;A70;A70;S90;Unknown;No Call;0;No Call;No Call;0,114001879;0,116957409;
S90-A71;A71;A71;A71;S90;Unknown;No Call;0;No Call;No Call;0,118960953;0,121964165;
S90-A72;A72;A72;A72;S90;Unknown;No Call;0;No Call;No Call;0,120234717;0,125958388;
S90-A69;A69;A69;A69;S90;Unknown;No Call;0;No Call;No Call;0,11590007;0,118554718;
S90-A68;A68;A68;A68;S90;Unknown;No Call;0;No Call;No Call;0,119512967;0,115903845;
S90-A67;A67;A67;A67;S90;Unknown;No Call;0;No Call;No Call;0,109333785;0,116476002;
S90-A76;A76;A76;A76;S90;Unknown;No Call;0;No Call;No Call;0,117829252;0,116988105;
S90-A77;A77;A77;A77;S90;Unknown;No Call;0;No Call;No Call;0,11467237;0,114477902;
S90-A78;A78;A78;A78;S90;Unknown;No Call;0;No Call;No Call;0,114570269;0,117313116;
S90-A75;A75;A75;A75;S90;Unknown;No Call;0;No Call;No Call;0,116112;0,119800988;
S90-A74;A74;A74;A74;S90;Unknown;No Call;0;No Call;No Call;0,113539057;0,118005084;
S90-A73;A73;A73;A73;S90;Unknown;No Call;0;No Call;No Call;0,119469265;0,118705133;
S90-A82;A82;A82;A82;S90;Unknown;No Call;0;No Call;No Call;0,109419581;0,120234239;
S90-A83;A83;A83;A83;S90;Unknown;No Call;0;No Call;No Call;0,117540936;0,119661898;
S90-A84;A84;A84;A84;S90;Unknown;No Call;0;No Call;No Call;0,116430823;0,123944816;
S90-A81;A81;A81;A81;S90;Unknown;No Call;0;No Call;No Call;0,111642064;0,120070169;
S90-A80;A80;A80;A80;S90;Unknown;No Call;0;No Call;No Call;0,113725643;0,117576569;
S90-A79;A79;A79;A79;S90;Unknown;No Call;0;No Call;No Call;0,111874798;0,115216054;
S90-A88;A88;A88;A88;S90;Unknown;No Call;0;No Call;No Call;0,109075218;0,11462771;
S90-A89;A89;A89;A89;S90;Unknown;No Call;0;No Call;No Call;0,117629601;0,112879941;
S90-A90;A90;A90;A90;S90;Unknown;No Call;0;No Call;No Call;0,114201871;0,11699619;
S90-A87;A87;A87;A87;S90;Unknown;No Call;0;No Call;No Call;0,119683185;0,122532232;
S90-A86;A86;A86;A86;S90;Unknown;XX;99,08;XX;;0,582689754;0,254360804;
S90-A85;A85;A85;A85;S90;Unknown;XX;97,73;XX;;0,617546596;0,303873999;
S90-A94;A94;A94;A94;S90;Unknown;No Call;0;No Call;No Call;0,114143275;0,11388242;
S90-A95;A95;A95;A95;S90;Unknown;No Call;0;No Call;No Call;0,108816483;0,118916057;
S90-A96;A96;A96;A96;S90;Unknown;No Call;0;No Call;No Call;0,111212156;0,12102071;
S90-A93;A93;A93;A93;S90;Unknown;No Call;0;No Call;No Call;0,113128019;0,11179572;
S90-A92;A92;A92;A92;S90;Unknown;No Call;0;No Call;No Call;0,109653168;0,117490242;
S90-A91;A91;A91;A91;S90;Unknown;No Call;0;No Call;No Call;0,124268555;0,126826169;
S12-A01;A01;A01;A01;S12;Unknown;YY;99,98;YY;;0,306089142;0,745194447;
S12-A02;A02;A02;A02;S12;Unknown;YY;99,94;YY;;0,123405001;0,584157057;
S12-A03;A03;A03;A03;S12;Unknown;XY;99,93;XY;;0,522247769;0,546344608;
S12-A06;A06;A06;A06;S12;Unknown;XY;99,91;XY;;0,464695231;0,534739853;
S12-A05;A05;A05;A05;S12;Unknown;YY;99,98;YY;;0,136947895;0,723889827;
S12-A04;A04;A04;A04;S12;Unknown;XY;99,96;XY;;0,552396625;0,593065919;
S12-A07;A07;A07;A07;S12;Unknown;XY;99,86;XY;;0,587067208;0,618762877;
S12-A08;A08;A08;A08;S12;Unknown;YY;99,98;YY;;0,171487386;0,714546804;
S12-A09;A09;A09;A09;S12;Unknown;XY;99,9;XY;;0,567321284;0,587510994;
S12-A12;A12;A12;A12;S12;Unknown;XX;99,99;XX;;0,732151651;0,23008616;
S12-A11;A11;A11;A11;S12;Unknown;XY;99,97;XY;;0,569841768;0,560199181;
S12-A10;A10;A10;A10;S12;Unknown;Invalid;0;Invalid;Invalid;0,538899298;0,339938766;
